,director_name,num_critic_for_reviews,duration,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
3181,Jeff Tremaine,106,87,64267897,Comedy,Jackass: The Movie ,67992,1770,327,English,USA,R,5.00E+06,2002,6.6,1.85,0
3182,David F. Sandberg,159,81,56536016,Horror,Lights Out ,13523,3344,95,English,USA,PG-13,4900000,2016,6.9,2.35,0
3183,Henry Joost,251,94,104007828,Horror,Paranormal Activity 3 ,76828,2371,314,English,USA,R,5.00E+06,2011,5.8,1.85,24000
3184,Stiles White,183,89,50820940,Fantasy,Ouija ,31915,5056,159,English,USA,PG-13,5.00E+06,2014,4.4,2.35,18000
3185,Chuck Russell,131,88,44793200,Action,A Nightmare on Elm Street 3: Dream Warriors ,49820,1584,311,English,USA,X,4500000,1987,6.6,1.85,0
3186,Joel Edgerton,297,108,43771291,Mystery,The Gift ,79916,3215,279,English,USA,R,5.00E+06,2015,7.1,2.35,15000
3187,Eugenio Derbez,41,115,44456509,Comedy,Instructions Not Included ,22105,688,81,Spanish,Mexico,PG-13,5.00E+06,2013,7.6,1.85,14000
3188,Henry Joost,248,96,53884821,Horror,Paranormal Activity 4 ,51204,799,247,English,USA,R,5.00E+06,2012,4.6,1.85,26000
3189,Henry Koster,42,135,3.60E+07,Drama,The Robe ,6359,1920,69,English,USA,Unrated,5.00E+06,1953,6.8,2.2,0
3190,Rachel Talalay,91,93,34872293,Comedy,Freddy's Dead: The Final Nightmare ,30765,42002,252,English,USA,R,8500000,1991,4.9,1.85,963
3191,Patty Jenkins,185,109,34468224,Biography,Monster ,105568,11736,533,English,USA,R,4500000,2003,7.3,1.85,0
3192,Christopher Landon,220,101,32453345,Fantasy,Paranormal Activity: The Marked Ones ,31791,2161,155,English,USA,R,5.00E+06,2014,5,1.78,10000
3193,Jean-Marc Vallée,471,117,27296514,Biography,Dallas Buyers Club ,326494,17738,340,English,USA,R,5.00E+06,2013,8,2.35,65000
3194,David Gelb,152,83,25799043,Horror,The Lazarus Effect ,28513,11771,126,English,USA,PG-13,3300000,2015,5.2,2.35,0
3195,Christopher Nolan,274,113,25530884,Mystery,Memento ,845580,1997,2067,English,USA,R,9.00E+06,2000,8.5,2.35,40000
3196,Mike Flanagan,336,104,27689474,Horror,Oculus ,85688,2071,339,English,USA,R,5.00E+06,2013,6.5,2.35,23000
3197,Kevin Smith,174,97,24138847,Comedy,Clerks II ,114797,2990,472,English,USA,R,5.00E+06,2006,7.4,1.85,0
3198,Stephen Daldry,151,110,21994911,Drama,Billy Elliot ,98354,1122,433,English,UK,R,5.00E+06,2000,7.7,1.85,0
3199,Nat Faxon,276,103,21501098,Comedy,The Way Way Back ,115813,8375,216,English,USA,PG-13,5.00E+06,2013,7.4,1.85,22000
3200,George Jackson,12,94,19281235,Comedy,House Party 2 ,3571,2523,11,English,USA,R,5.00E+06,1991,5.1,1.85,232
3201,Maurice Joyce,28,77,19421271,Animation,Doug's 1st Movie ,2448,2908,18,English,USA,G,5.00E+06,1999,5,1.33,122
3202,Robert Duvall,95,134,20733485,Drama,The Apostle ,11622,428,157,English,USA,PG-13,5.00E+06,1997,7.2,1.85,1000
3203,Jesse Peretz,179,90,24809547,Comedy,Our Idiot Brother ,74875,15710,115,English,USA,R,5.00E+06,2011,6.4,1.85,11000
3204,Ice Cube,22,104,23031390,Comedy,The Players Club ,4345,2868,26,English,USA,R,4500000,1998,5.6,1.85,575
3205,Tim Blake Nelson,92,95,16017403,Drama,O ,17333,3300,153,English,USA,R,5.00E+06,2001,6.2,1.85,0
3206,John Erick Dowdle,196,93,21197315,Horror,"As Above, So Below ",49948,1410,211,English,USA,R,5.00E+06,2014,6.1,1.85,14000
3207,Bille Woodruff,9,106,17382982,Drama,Addicted ,5975,2840,33,Spanish,USA,R,5.00E+06,2014,5.2,1.85,0
3208,Kasi Lemmons,31,109,14821531,Drama,Eve's Bayou ,6915,3843,209,English,USA,R,6.00E+06,1997,7.3,1.85,599
3209,Richard Glatzer,309,101,18656400,Drama,Still Alice ,86077,19673,195,English,USA,PG-13,5.00E+06,2014,7.5,1.85,45000
3210,Rob Hedden,129,100,14343976,Adventure,Friday the 13th Part VIII: Jason Takes Manhattan ,22961,1327,291,English,USA,R,5.00E+06,1989,4.5,1.85,1000
3211,Joel Zwick,168,95,241437427,Comedy,My Big Fat Greek Wedding ,102071,1495,756,English,USA,PG,5.00E+06,2002,6.6,1.85,5000
3212,Harmony Korine,444,94,14123773,Crime,Spring Breakers ,108683,12306,561,English,USA,R,5.00E+06,2012,5.3,2.35,25000
3213,Joe Chappelle,123,93,15126948,Horror,Halloween: The Curse of Michael Myers ,20815,1227,335,English,USA,R,5.00E+06,1995,4.9,1.85,0
3214,Alfonso Cuarón,173,106,13622333,Adventure,Y Tu Mamá También ,91377,361,385,Spanish,Mexico,R,2.00E+06,2001,7.7,1.85,0
3215,Edgar Wright,246,99,13464388,Comedy,Shaun of the Dead ,395921,1686,859,English,UK,R,4.00E+06,2004,8,2.35,19000
3216,Mickey Liddell,74,82,13350177,Drama,The Haunting of Molly Hartley ,7904,4856,113,English,USA,PG-13,5.00E+06,2008,3.8,1.85,562
3217,John Sayles,68,135,13269963,Drama,Lone Star ,23202,11400,173,English,USA,R,5.00E+06,1996,7.6,2.35,0
3218,Dwight H. Little,144,88,17768000,Horror,Halloween 4: The Return of Michael Myers ,29629,1136,374,English,USA,R,5.00E+06,1988,5.9,1.85,0
3219,Fred Walton,96,89,12947763,Horror,April Fool's Day ,10624,1160,125,English,USA,R,5.00E+06,1986,6.2,2.35,0
3220,Barry Levinson,42,110,14100000,Comedy,Diner ,14995,2943,87,English,USA,R,5.00E+06,1982,7.2,1.85,0
3221,Steve Carver,29,107,12200000,Action,Lone Wolf McQuade ,7973,2383,65,English,USA,PG,5.00E+06,1983,6.3,1.85,0
3222,Gonzalo López-Gallego,228,86,17683670,Horror,Apollo 18 ,47227,1520,323,English,USA,PG-13,5.00E+06,2011,5.2,1.33,0
3223,Christine Jeffs,195,91,12055108,Comedy,Sunshine Cleaning ,61151,2528,134,English,USA,R,8.00E+06,2008,6.9,2.35,0
3224,John Erick Dowdle,203,103,27285953,Action,No Escape ,48675,259,214,English,USA,R,5.00E+06,2015,6.8,1.85,16000
3225,Bill Duke,45,99,10572742,Drama,Not Easily Broken ,2326,2269,21,English,USA,PG-13,8.00E+06,2009,6.1,1.85,738
3226,Mamoru Hosoda,29,82,9628751,Action,Digimon: The Movie ,5164,315,65,English,USA,PG,5.00E+06,2000,5.9,1.85,207
3227,Brian Dannelly,121,92,8786715,Comedy,Saved! ,40274,5668,324,English,USA,PG-13,5.00E+06,2004,6.9,1.85,0
3228,Denys Arcand,135,112,3432342,Comedy,The Barbarian Invasions ,24921,253,166,French,Canada,R,6.00E+06,2003,7.7,2.35,0
3229,J.S. Cardone,56,90,6755271,Horror,The Forsaken ,7319,3004,131,English,USA,R,5.00E+06,2001,5.3,1.85,327
3230,Jay Levey,59,150,6157157,Comedy,UHF ,21416,3942,198,English,USA,PG-13,5.00E+06,1989,7,1.85,0
3231,Tamara Jenkins,60,91,5480318,Comedy,Slums of Beverly Hills ,9427,2691,79,English,USA,R,5.00E+06,1998,6.6,1.85,462
3232,Jon Favreau,81,95,5308707,Comedy,Made ,15053,5245,165,English,USA,R,5.00E+06,2001,6.4,1.85,393
3233,Duncan Jones,415,97,5009677,Drama,Moon ,260607,19404,485,English,UK,R,5.00E+06,2009,7.9,2.35,47000
3234,Atom Egoyan,120,112,4306697,Drama,The Sweet Hereafter ,26720,2820,196,English,Canada,R,5.00E+06,1997,7.7,2.35,920
3235,Xavier Beauvois,195,122,3950029,Drama,Of Gods and Men ,12411,416,89,French,France,PG-13,4.00E+06,2010,7.2,2.35,0
3236,Randall Miller,109,110,4040588,Comedy,Bottle Shock ,12233,25676,89,English,USA,PG-13,5.00E+06,2008,6.8,2.35,0
3237,Peter Jackson,93,108,3049135,Biography,Heavenly Creatures ,50197,14574,265,English,New Zealand,R,5.00E+06,1994,7.4,2.35,0
3238,Michael Polish,12,121,4700361,Drama,90 Minutes in Heaven ,2047,6617,29,English,USA,PG-13,5.00E+06,2015,4.6,2.35,0
3239,Dan Rush,155,97,2711210,Comedy,Everything Must Go ,40305,10517,86,English,USA,R,5.00E+06,2010,6.4,2.35,0
3240,Jake Kasdan,81,116,1980338,Comedy,Zero Effect ,12366,1209,151,English,USA,R,5.00E+06,1998,7,1.85,507
3241,Brad Anderson,204,94,1082044,Drama,The Machinist ,281649,24994,458,English,Spain,R,5.00E+06,2004,7.7,2.35,21000
3242,Paul Schrader,19,103,1100000,Crime,Light Sleeper ,3665,1201,39,English,USA,R,5.00E+06,1992,6.8,1.85,247
3243,Michael Cuesta,163,112,2445646,Biography,Kill the Messenger ,32382,12897,99,English,USA,R,5.00E+06,2014,7,2.35,13000
3244,John Cameron Mitchell,248,91,2221809,Drama,Rabbit Hole ,40618,1582,144,English,USA,PG-13,5.00E+06,2010,7,1.85,0
3245,Fenton Bailey,39,98,296665,Biography,Party Monster ,12675,5185,158,English,USA,R,5.00E+06,2003,6.3,1.85,0
3246,Jeremy Saulnier,322,95,3219029,Crime,Green Room ,28845,1836,125,English,USA,R,5.00E+06,2015,7.1,2.35,10000
3247,Wes Anderson,83,91,1040879,Comedy,Bottle Rocket ,54478,648,184,English,USA,R,7.00E+06,1996,7.1,1.85,0
3248,Kevin Spacey,37,97,326308,Crime,Albino Alligator ,6632,13718,69,English,USA,R,5.00E+06,1996,6.1,2.35,225
3249,Nicholas Fackler,27,90,124720,Drama,"Lovely, Still ",1560,4987,15,English,USA,PG,5.00E+06,2008,7.3,1.85,777
3250,Morgan J. Freeman,31,90,99147,Drama,Desert Blue ,1884,3207,28,English,USA,R,2.00E+06,1998,6.2,1.85,69
3251,M. Night Shyamalan,371,94,65069140,Horror,The Visit ,65299,1010,455,English,USA,PG-13,5.00E+06,2015,6.2,1.85,27000
3252,Brian De Palma,133,90,65087,Crime,Redacted ,8824,408,108,English,USA,R,5.00E+06,2007,6.2,1.85,559
3253,Klaus Menzel,13,103,16066,Mystery,Fascination ,1207,1789,44,English,Germany,R,5.00E+06,2004,3.3,2.35,40
3254,Jirí Menzel,99,113,617228,Comedy,I Served the King of England ,6183,92,27,Czech,Czech Republic,R,84450000,2006,7.4,1.85,1000
3255,Billy Bob Thornton,104,148,24475416,Drama,Sling Blade ,72443,3967,309,English,USA,R,890000,1996,8,1.85,0
3256,Eli Roth,303,93,47277326,Horror,Hostel ,138814,2990,1516,English,USA,R,4800000,2005,5.9,2.35,0
3257,Michael Winterbottom,122,94,1247453,Comedy,Tristram Shandy: A Cock and Bull Story ,11202,3690,123,English,UK,R,2800000,2005,6.8,2.35,750
3258,Jeff Nichols,359,121,1729969,Drama,Take Shelter ,68211,1520,219,English,USA,R,5.00E+06,2011,7.4,2.35,14000
3259,Frank LaLoggia,130,118,1705139,Fantasy,Lady in White ,4695,2545,69,English,USA,R,4700000,1988,6.7,1.85,0
3260,Tobe Hooper,159,101,8025872,Comedy,The Texas Chainsaw Massacre 2 ,19234,302,258,English,USA,X,4700000,1986,5.5,1.85,0
3261,Nicolas Winding Refn,440,90,778565,Crime,Only God Forgives ,83234,34779,475,English,Denmark,R,4800000,2013,5.7,1.85,30000
3262,Michel Leclerc,87,100,513836,Comedy,The Names of Love ,6304,143,21,French,France,R,4600000,2010,7.2,1.85,0
3263,Tom Kalin,121,97,434417,Drama,Savage Grace ,8867,15093,65,English,Spain,Not Rated,4600000,2007,5.9,1.85,0
3264,Hugh Wilson,45,96,81200000,Comedy,Police Academy ,87739,3113,133,English,USA,R,4500000,1984,6.7,1.85,0
3265,Mike Newell,84,117,52700832,Comedy,Four Weddings and a Funeral ,107923,1862,197,English,UK,R,4500000,1994,7.1,1.66,0
3266,Spike Lee,202,108,13060843,Drama,25th Hour ,149528,26050,454,English,USA,R,1.50E+07,2002,7.7,2.35,0
3267,Lana Wachowski,120,109,3798532,Crime,Bound ,41138,3668,208,English,USA,R,4500000,1996,7.4,1.85,2000
3268,Darren Aronofsky,234,102,3609278,Drama,Requiem for a Dream ,573541,2235,1916,English,USA,R,4500000,2000,8.4,1.37,38000
3269,Carlos Saura,35,115,1687311,Drama,Tango ,2412,371,40,Spanish,Spain,PG-13,7.00E+08,1998,7.2,2,539
3270,Andrew Erwin,49,98,10429707,Comedy,Moms' Night Out ,10483,2705,125,English,USA,PG,5.00E+06,2014,5.4,2.35,0
3271,Richard Kelly,283,133,727883,Drama,Donnie Darko ,580999,17040,2110,English,USA,R,4500000,2001,8.1,2.35,33000
3272,Mike van Diem,54,122,713413,Crime,Character ,9171,48,68,Dutch,Netherlands,R,4500000,1997,7.8,1.85,689
3273,Jonas Åkerlund,92,106,410241,Comedy,Spun ,32357,2110,199,English,USA,R,2.00E+06,2002,6.8,1.85,3000
3274,Chan-wook Park,202,112,211667,Crime,Lady Vengeance ,53508,907,131,Korean,South Korea,R,4.20E+09,2005,7.7,2.35,4000
3275,Barry Skolnick,54,99,92191,Comedy,Mean Machine ,29463,29325,84,English,UK,R,2500000,2001,6.5,1.85,0
3276,Johnnie To,98,110,49413,Action,Exiled ,6919,398,26,Cantonese,Hong Kong,R,3.50E+07,2006,7.3,2.35,528
3277,Agnieszka Wojtowicz-Vosloo,138,104,108229,Drama,After.Life ,30836,15860,137,English,USA,R,4500000,2009,5.9,2.35,7000
3278,Milos Forman,149,133,1.12E+08,Drama,One Flew Over the Cuckoo's Nest ,680041,2176,760,English,USA,R,4400000,1975,8.7,1.85,32000
3279,Nick Love,111,112,26345,Action,The Sweeney ,16445,4810,99,English,UK,R,3.00E+06,2012,6.1,2.35,0
3280,Niki Caro,149,101,20772796,Drama,Whale Rider ,34232,497,346,English,New Zealand,PG-13,6.00E+06,2002,7.6,2.35,0
3281,Joe Wright,256,111,34964818,Adventure,Pan ,39975,21404,186,English,USA,PG,1.50E+08,2015,5.8,2.35,24000
3282,Timur Bekmambetov,232,104,1487477,Fantasy,Night Watch ,47097,206,310,Russian,Russia,R,4200000,2004,6.5,1.85,0
3283,Neil Jordan,63,112,62549000,Crime,The Crying Game ,41361,2412,148,English,UK,R,2300000,1992,7.3,2.35,0
3284,Bob Clark,75,94,105500000,Comedy,Porky's ,31260,582,152,English,Canada,R,4.00E+06,1981,6.2,1.85,0
3285,George A. Romero,274,90,101055,Horror,Survival of the Dead ,17478,1951,159,English,USA,R,4.00E+06,2009,5,2.35,0
3286,Sofia Coppola,265,101,44566004,Drama,Lost in Translation ,321283,32015,1848,English,USA,R,4.00E+06,2003,7.8,1.85,17000
3287,Woody Allen,154,93,39200000,Comedy,Annie Hall ,192940,12691,491,English,USA,PG,4.00E+06,1977,8.1,1.37,0
3288,Cecil B. DeMille,44,152,3.60E+07,Drama,The Greatest Show on Earth ,9456,825,107,English,USA,Not Rated,4.00E+06,1952,6.7,1.37,625
3289,Ridley Scott,314,150,65007045,Action,Exodus: Gods and Kings ,128694,26489,657,English,UK,PG-13,1.40E+08,2014,6.1,2.35,51000
3290,Marc Forster,153,112,31252964,Drama,Monster's Ball ,71495,13707,522,English,USA,R,4.00E+06,2001,7.1,2.35,0
3291,Henry Hobson,256,95,131175,Drama,Maggie ,30219,1885,200,English,USA,PG-13,8500000,2015,5.6,2.35,22000
3292,Mike Figgis,123,111,31968347,Drama,Leaving Las Vegas ,93894,14823,286,English,USA,R,3600000,1995,7.6,1.66,0
3293,Rob Cohen,149,91,35385560,Mystery,The Boy Next Door ,27198,4807,131,English,USA,R,4.00E+06,2015,4.6,2.35,8000
3294,Lisa Cholodenko,323,106,20803237,Comedy,The Kids Are All Right ,110616,18645,291,English,USA,R,3500000,2010,7.1,1.85,16000
3295,John Carpenter,172,93,13008928,Horror,They Live ,73501,837,333,English,USA,R,4.00E+06,1988,7.3,2.35,27000
3296,Ed Gass-Donnelly,161,93,15152879,Drama,The Last Exorcism Part II ,13506,46868,68,English,France,PG-13,5.00E+06,2013,4,2.35,0
3297,Richard Linklater,548,165,25359200,Drama,Boyhood ,266020,673,836,English,USA,R,4.00E+06,2014,8,1.85,92000
3298,Woody Allen,177,96,10515579,Comedy,Scoop ,66840,20132,248,English,UK,PG-13,4.00E+06,2006,6.7,1.85,0
3299,Tim Burton,230,119,180011740,Action,Planet of the Apes ,177729,2776,1368,English,USA,PG-13,1.00E+08,2001,5.7,2.35,0
3300,DJ Pooh,27,93,10097096,Comedy,The Wash ,5612,955,38,English,USA,R,4.00E+06,2001,4.6,1.85,842
3301,DJ Pooh,22,82,9821335,Comedy,3 Strikes ,1415,3354,10,English,USA,R,6.00E+06,2000,4,1.85,118
3302,Wayne Kramer,157,101,8243880,Crime,The Cooler ,28714,3086,215,English,USA,R,3200000,2003,7,2.35,762
3303,Patrick Stettner,125,81,7825820,Crime,The Night Listener ,13086,50831,156,English,USA,R,4.00E+06,2006,5.9,1.85,576
3304,Wes Craven,160,107,14637490,Horror,My Soul to Take ,16411,2537,136,English,USA,R,2.50E+07,2010,4.8,2.35,0
3305,J.A. Bayona,300,105,7159147,Drama,The Orphanage ,120189,954,308,Spanish,Spain,R,3400000,2007,7.5,2.35,11000
3306,Michael Tiddes,69,86,17314483,Comedy,A Haunted House 2 ,14621,4073,48,English,USA,R,4.00E+06,2014,4.7,1.85,0
3307,Roger Avary,143,110,6525762,Comedy,The Rules of Attraction ,44339,19928,425,English,USA,R,4.00E+06,2002,6.7,1.85,0
3308,Allison Anders,51,110,4301331,Comedy,Four Rooms ,78241,7921,177,English,USA,R,4.00E+06,1995,6.7,1.85,0
3309,Steven Shainberg,163,104,4046737,Comedy,Secretary ,67949,2251,390,English,USA,R,4.00E+06,2002,7.1,1.85,15000
3310,Rick de Oliveira,52,96,3713002,Documentary,The Real Cancun ,3611,972,62,English,USA,R,8.00E+06,2003,2.7,1.85,131
3311,Oliver Stone,40,110,3468572,Drama,Talk Radio ,10073,1966,78,English,USA,R,4.00E+06,1988,7.3,1.85,816
3312,Christopher Guest,50,84,2892582,Comedy,Waiting for Guffman ,22697,3559,202,English,USA,R,4.00E+06,1996,7.6,1.85,0
3313,Jeff Franklin,45,94,2800000,Comedy,Love Stinks ,4377,2662,85,English,USA,R,4.00E+06,1999,5.8,1.85,309
3314,John Dahl,121,93,2426851,Comedy,You Kill Me ,16224,776,76,English,USA,R,4.00E+06,2007,6.5,2.55,830
3315,Mike Mills,114,96,1325073,Comedy,Thumbsucker ,18762,1208,91,English,USA,R,4.00E+06,2005,6.6,2.35,708
3316,Dave McKean,116,101,864959,Adventure,Mirrormask ,20275,1215,151,English,UK,PG,4.00E+06,2005,6.9,1.85,0
3317,Ron Fricke,115,102,2601847,Documentary,Samsara ,22457,48,69,None,USA,PG-13,4.00E+06,2011,8.5,2.35,26000
3318,Ruggero Deodato,15,87,8.00E+05,Adventure,The Barbarians ,2308,1700,35,English,USA,R,4.00E+06,1987,4.8,1.85,550
3319,Mars Callahan,41,99,562059,Drama,Poolhall Junkies ,8535,3130,113,English,USA,R,4.00E+06,2002,7,1.85,872
3320,Mike Figgis,31,106,399793,Drama,The Loss of Sexual Innocence ,2877,4343,70,English,USA,R,4.00E+06,1999,5.4,1.78,111
3321,David Gordon Green,232,117,371897,Drama,Joe ,36494,13607,118,English,USA,R,4.00E+06,2013,6.9,2.35,11000
3322,Stefan Schwartz,43,99,302204,Comedy,Shooting Fish ,6705,975,53,English,UK,PG,3.00E+06,1997,6.6,2.35,167
3323,Renny Harlin,68,102,354704,Crime,Prison ,2705,11083,38,English,USA,R,1300000,1987,5.9,1.85,314
3324,Robert Lee King,51,85,265107,Comedy,Psycho Beach Party ,4617,2282,93,English,Australia,Unrated,1500000,2000,6.3,1.85,614
3325,Kevin Allen,33,86,185577,Comedy,The Big Tease ,2133,2805,31,English,UK,R,4.00E+06,1999,6.3,1.85,182
3326,Jorge Ramírez Suárez,26,120,100412,Drama,"Buen Día, Ramón ",2112,824,7,German,Mexico,PG-13,4.00E+06,2013,7.7,2.35,0
3327,David Schwimmer,109,106,58214,Crime,Trust ,34224,916,137,English,USA,R,9500000,2010,7,2.35,10000
3328,Barry Levinson,34,103,75078,Comedy,An Everlasting Piece ,1398,1403,26,English,USA,R,1.40E+07,2000,6.3,1.85,132
3329,Anne Fontaine,141,112,317125,Drama,Adore ,23334,25269,87,English,Australia,R,1.60E+07,2013,6.2,2.35,0
3330,Fernando León de Aranoa,64,113,146402,Comedy,Mondays in the Sun ,9913,387,38,Spanish,Spain,R,4.00E+06,2002,7.7,1.85,0
3331,Jim Mickle,215,98,18469,Drama,Stake Land ,34263,1038,141,English,USA,R,650000,2010,6.5,2.35,0
3332,Stephen Kay,12,92,12836,Biography,The Last Time I Committed Suicide ,1686,20135,28,English,USA,R,4.00E+06,1997,5.8,1.85,161
3333,Karim Aïnouz,70,106,20262,Drama,Futuro Beach ,1738,629,10,Portuguese,Brazil,Unrated,4.00E+06,2014,6.1,2.35,278
3334,Ruba Nadda,36,93,4063,Drama,Inescapable ,2086,242,20,English,Canada,R,4.00E+06,2012,5.2,2.35,657
3335,Victor Fleming,157,226,198655278,Drama,Gone with the Wind ,215340,1862,706,English,USA,G,3977000,1939,8.2,1.37,16000
3336,Richard Raymond,31,104,143653,Biography,Desert Dancer ,1177,1281,10,English,UK,PG-13,4.00E+06,2014,6,2.35,0
3337,Sam Peckinpah,53,152,14873,Adventure,Major Dundee ,5294,2888,67,English,USA,Approved,3800000,1965,6.8,2.35,251
3338,George Sidney,21,107,8.00E+06,Biography,Annie Get Your Gun ,3167,731,90,English,USA,Passed,3768785,1950,7,1.37,456
3339,Peter Stebbings,78,95,37606,Comedy,Defendor ,31836,2658,90,English,Canada,R,3500000,2009,6.8,2.35,0
3340,Vincente Minnelli,41,102,2956000,Adventure,The Pirate ,3258,282,54,English,USA,Approved,3700000,1948,7.1,1.37,359
3341,Dagur Kári,61,99,19959,Drama,The Good Heart ,3579,298,14,English,Iceland,R,3800000,2009,6.9,2.35,0
3342,Nicholas Hytner,112,109,2706659,Comedy,The History Boys ,17770,5977,172,English,UK,R,2.00E+06,2006,6.9,1.85,0
3343,Jaume Collet-Serra,349,113,61094903,Action,Unknown ,210548,17151,332,English,UK,PG-13,3.00E+07,2011,6.9,2.35,29000
3344,Peter Cattaneo,122,91,45857453,Comedy,The Full Monty ,82232,2323,174,English,UK,R,3500000,1997,7.2,1.85,0
3345,Jim Abrahams,134,88,83400000,Comedy,Airplane! ,160281,2726,427,English,USA,PG,3500000,1980,7.8,1.85,16000
3346,F. Gary Gray,20,97,27900000,Comedy,Friday ,74626,3455,157,English,USA,R,3500000,1995,7.3,1.85,8000
3347,Albert Hughes,28,97,27900000,Crime,Menace II Society ,39508,3036,96,English,USA,R,3500000,1993,7.5,1.85,0
3348,Michael Gornick,95,85,1.40E+07,Comedy,Creepshow 2 ,15956,3617,118,English,USA,R,3500000,1987,6,1.85,1000
3349,Robert Eggers,425,92,25138292,Horror,The Witch ,66483,1122,452,English,USA,R,3500000,2015,6.8,1.66,43000
3350,Michael Martin,19,93,10305534,Comedy,I Got the Hook Up ,1721,987,38,English,USA,R,3500000,1998,3.9,1.85,280
3351,Edward Burns,43,96,9449219,Comedy,She's the One ,13949,995,98,English,USA,R,3500000,1996,6.1,1.85,453
3352,Bill Condon,127,105,6390032,Biography,Gods and Monsters ,24977,4238,229,English,USA,R,3500000,1998,7.5,2.35,0
3353,Juan José Campanella,262,129,20167424,Drama,The Secret in Their Eyes ,131831,1044,231,Spanish,Argentina,R,2.00E+06,2009,8.2,2.35,33000
3354,Sam Raimi,252,37,5923044,Comedy,Evil Dead II ,113451,1347,537,English,USA,X,3600000,1987,7.8,1.85,0
3355,Louis C.K.,31,81,3293258,Action,Pootie Tang ,11399,2238,131,English,USA,PG-13,3.00E+06,2001,5.2,1.85,0
3356,Salvador Carrasco,39,106,886410,Drama,La otra conquista ,1024,222,494,Spanish,Mexico,R,3500000,1998,6.8,1.85,140
3357,André Øvredal,337,103,252652,Comedy,Trollhunter ,54104,44,199,Norwegian,Norway,PG-13,19900000,2010,7,1.85,38000
3358,Robert Cary,30,101,220234,Comedy,Ira & Abby ,1950,3574,24,English,USA,R,3500000,2006,6.5,1.85,360
3359,Akiva Schaffer,265,102,34350553,Action,The Watch ,104072,2486,207,English,USA,R,6.80E+07,2012,5.7,2.35,15000
3360,Adam Rapp,50,98,101228,Comedy,Winter Passing ,7228,20009,53,English,USA,R,3500000,2005,6.4,1.85,414
3361,Angela Robinson,50,91,96793,Action,D.E.B.S. ,12188,6380,135,English,USA,PG-13,3500000,2004,5.3,2.35,1000
3362,Warren P. Sonoda,9,105,123777,Action,The Masked Saint ,342,1043,15,English,Canada,PG-13,3500000,2016,4.7,1.85,0
3363,Luc Jacquet,169,80,77413017,Documentary,March of the Penguins ,45984,11218,331,French,France,G,8.00E+06,2005,7.6,1.85,0
3364,J.C. Chandor,290,107,5354039,Biography,Margin Call ,92599,22834,225,English,USA,R,3500000,2011,7.1,1.85,21000
3365,Clark Gregg,159,92,2926565,Comedy,Choke ,28573,3608,72,English,USA,R,3.00E+06,2008,6.5,1.66,0
3366,Damien Chazelle,535,107,13092000,Drama,Whiplash ,399138,26495,731,English,USA,R,3300000,2014,8.5,2.4,129000
